Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Total Energy Cost (USD),Per Capita Energy Cost (USD),Carbon Intensity (kg CO₂/kWh),Renewable Energy Consumption (TWh),Fossil Fuel Energy Consumption (TWh),Industrial Energy Consumption (TWh),Household Energy Consumption (TWh),Industrial Energy Cost (USD),Household Energy Cost (USD),Region
Brazil,2005,7808.88,2163.66,40.61,16.65,47.35,18.57,3329.01,0.18,1405598400000.0,389.45879999999994,0.0004263108153794142,3171.186168,1300.17852,3697.50468,1450.109016,665550842400.0,261019622880.0,South America
Japan,2005,5682.85,20059.83,35.99,76.74,51.2,18.78,3747.29,0.41,2329968500000.0,8224.5303,0.000659403292362107,2045.2577150000004,4361.01909,2909.6192000000005,1067.2392300000001,1192943872000.0002,437568084300.0,Asia
Canada,2002,4084.31,5703.23,34.64,62.13,59.95,33.12,697.56,0.44,1797096400000.0,2509.4211999999998,0.00017079017018786528,1414.804984,2537.581803,2448.543845,1352.723472,1077359291800.0,595198327680.0,North America
UK,2015,9673.46,5297.96,16.21,53.12,40.16,13.42,3097.99,0.39,3772649400000.0,2066.2044,0.000320256661008574,1568.0678659999999,5138.541951999999,3884.861535999999,1298.178332,1515095999039.9998,506289549480.0,Europe
Japan,2011,6152.17,39779.58,82.63,43.44,22.85,14.39,2420.39,0.2,1230434000000.0,7955.916000000001,0.00039342053291765343,5083.538071,2672.502648,1405.770845,885.297263,281154169000.0,177059452600.0,Asia
Canada,2003,7312.8,21583.33,7.53,22.45,51.61,31.59,2388.59,0.38,2778864000000.0,8201.6654,0.000326631386062794,550.6538400000001,1641.7235999999998,3774.13608,2310.1135200000003,1434171710400.0,877843137600.0002,North America
USA,2000,3515.33,40156.37,42.4,77.34,54.83,38.83,1037.34,0.08,281226400000.0,3212.5096000000003,0.00029509036136009985,1490.49992,2718.756222,1927.4554389999998,1365.0026389999998,154196435119.99997,109200211119.99998,
Russia,2003,6732.5,14002.93,88.33,10.55,26.5,13.61,3710.22,0.2,1346500000000.0,2800.5860000000002,0.0005510909766060156,5946.81725,710.27875,1784.1125,916.29325,356822500000.0,183258650000.0,Asia
Germany,2000,2652.2,13194.91,61.08,58.47,20.97,28.28,4629.37,0.39,1034358000000.0,5146.0149,0.001745482995249227,1619.9637599999999,1550.7413399999998,556.1663399999999,750.04216,216904872599.99997,292516442400.0,Europe
India,2020,2526.46,12935.95,35.21,45.52,25.43,17.18,3949.63,0.41,1035848599999.9999,5303.7395,0.0015633059696175677,889.566566,1150.0445920000002,642.478778,434.045828,263416298979.99997,177958789480.0,Asia
Canada,2007,7175.75,30999.21,17.42,73.18,32.96,10.77,1876.71,0.19,1363392500000.0,5889.8499,0.0002615350311814096,1250.0156500000003,5251.21385,2365.1272,772.828275,449374168000.0,146837372250.0,North America
India,2023,5261.81,40842.47,86.93,36.65,56.97,34.97,4921.68,0.48,2525668800000.0,19604.3856,0.0009353587453746904,4574.0914330000005,1928.453365,2997.653157,1840.054957,1438873515360.0,883226379360.0,Asia
Russia,2004,6864.44,22886.92,6.19,46.31,20.1,25.26,1852.64,0.17,1166954800000.0,3890.7764,0.0002698894593003945,424.908836,3178.9221639999996,1379.75244,1733.957544,234557914800.00003,294772782480.0,Asia
Australia,2001,2767.44,19272.82,62.92,61.96,52.15,10.72,1210.4,0.35,968603999999.9999,6745.486999999999,0.0004373717226028387,1741.273248,1714.7058240000001,1443.21996,296.669568,505126985999.99994,103834348800.0,Australia/Oceania
Brazil,2011,6027.36,48692.19,79.81,13.33,54.19,36.86,4842.02,0.45,2712312000000.0,21911.485500000003,0.000803340102466088,4810.436016,803.4470879999999,3266.226384,2221.6848959999998,1469801872800.0,999758203199.9998,South America
Germany,2021,4494.94,6279.32,7.14,13.81,52.44,26.07,3959.59,0.3,1348482000000.0,1883.7959999999998,0.0008808994113380824,320.93871599999994,620.751214,2357.1465359999997,1171.8308579999998,707143960799.9999,351549257399.99994,Europe
Russia,2016,6009.91,24588.32,66.64,24.82,23.29,32.11,3818.16,0.24,1442378400000.0,5901.1968,0.0006353106785292958,4005.0040240000003,1491.659662,1399.708039,1929.782101,335929929360.0,463147704240.0,Asia
Russia,2006,2979.71,20720.14,89.9,20.25,47.17,22.71,433.29,0.15,446956500000.0,3108.0209999999997,0.00014541347983528598,2678.75929,603.3912750000001,1405.5292070000003,676.692141,210829381050.00003,101503821150.0,Asia
USA,2010,7182.96,5357.27,59.37,10.45,58.16,15.55,1000.52,0.14,1005614400000.0001,750.0178000000001,0.00013929076592379742,4264.523352,750.61932,4177.609536,1116.95028,584865335040.0,156373039200.0,
Japan,2003,8078.7,13775.92,40.25,53.61,24.81,23.97,141.66,0.12,969444000000.0,1653.1104,1.7534999442979686e-05,3251.67675,4330.99107,2004.32547,1936.4643899999999,240519056400.0,232375726799.99997,Asia
Brazil,2004,2673.17,1907.84,79.32,65.72,21.27,18.63,3894.41,0.25,668292500000.0,476.96,0.001456850854977424,2120.358444,1756.807324,568.583259,498.01157099999995,142145814750.0,124502892749.99998,South America
Germany,2005,3076.14,43909.24,52.11,77.0,54.95,18.9,1427.3,0.3,922842000000.0,13172.771999999999,0.00046399058560403625,1602.9765539999999,2368.6278,1690.3389300000001,581.39046,507101679000.0,174417138000.0,Europe
Australia,2010,6645.43,30588.55,68.7,40.86,45.8,29.32,704.51,0.43,2857534900000.0,13153.0765,0.00010601420826041354,4565.41041,2715.322698,3043.60694,1948.440076,1308750984200.0,837829232680.0,Australia/Oceania
Australia,2000,6986.29,40843.42,54.96,29.58,45.86,12.82,950.36,0.15,1047943500000.0,6126.513,0.00013603214295427186,3839.664984,2066.544582,3203.912594,895.642378,480586889100.0,134346356700.0,Australia/Oceania
China,2024,7070.59,26316.95,8.25,70.47,58.58,21.91,3223.6,0.39,2757530100000.0,10263.6105,0.00045591669153493555,583.323675,4982.644773,4141.9516220000005,1549.166269,1615361132580.0002,604174844910.0,Asia
Russia,2009,6858.72,30175.74,23.12,69.11,50.79,26.4,2193.6,0.36,2469139200000.0,10863.2664,0.00031982643991881866,1585.7360640000002,4740.0613920000005,3483.543888,1810.7020799999998,1254075799680.0,651852748799.9999,Asia
Canada,2019,3988.8,35192.3,11.69,53.74,35.9,31.3,4709.91,0.34,1356192000000.0,11965.382000000001,0.0011807836943441637,466.29072,2143.5811200000003,1431.9792000000002,1248.4944,486872928000.0001,424488096000.0,North America
USA,2023,4009.05,45446.58,14.07,29.12,37.43,28.99,1861.16,0.2,801810000000.0,9089.316,0.0004642396577742857,564.073335,1167.4353600000002,1500.587415,1162.2235950000002,300117483000.0,232444719000.00006,
Brazil,2020,2622.69,5041.72,6.31,73.6,25.79,36.59,4177.68,0.19,498311100000.0,957.9268000000001,0.0015928988938837608,165.49173899999997,1930.29984,676.3917509999999,959.642271,128514432689.99998,182332031490.0,South America
Australia,2010,1652.65,16881.95,40.8,22.49,32.16,39.77,2755.0,0.39,644533500000.0,6583.9605,0.0016670196351314555,674.2811999999999,371.680985,531.4922399999999,657.2589050000001,207281973599.99997,256330972950.00006,Australia/Oceania
Germany,2023,6956.52,35596.8,20.19,13.06,37.82,38.12,3541.47,0.17,1182608400000.0,6051.456000000001,0.0005090864397716099,1404.5213880000001,908.521512,2630.9558640000005,2651.8254239999997,447262496880.0001,450810322079.99994,Europe
China,2016,1022.57,47938.35,77.73,65.76,30.44,32.92,884.87,0.2,204514000000.0,9587.67,0.0008653392921755968,794.8436610000001,672.442032,311.27030800000006,336.63004400000005,62254061600.000015,67326008800.000015,Asia
Germany,2007,9384.14,49049.97,68.75,49.46,56.63,30.58,3757.47,0.48,4504387200000.0,23543.9856,0.00040040643042409856,6451.59625,4641.395644,5314.238482,2869.6700119999996,2550834471360.0,1377441605759.9998,Europe
USA,2012,8284.19,32086.1,53.72,27.25,20.47,11.06,473.99,0.5,4142095000000.0005,16043.05,5.7216215465845174e-05,4450.266868000001,2257.4417750000002,1695.7736929999999,916.2314140000001,847886846499.9999,458115707000.00006,
Canada,2019,8589.31,10083.12,46.57,56.96,43.48,26.0,3471.05,0.05,429465500000.0,504.15600000000006,0.0004041127867081291,4000.041667,4892.470976,3734.6319879999996,2233.2206,186731599400.0,111661030000.0,North America
China,2017,9076.02,6400.84,26.75,63.67,50.86,29.91,2354.31,0.36,3267367200000.0,2304.3024,0.0002593989435898114,2427.83535,5778.701934,4616.0637719999995,2714.6375820000003,1661782957920.0,977269529520.0001,Asia
China,2021,4145.19,47329.16,45.37,69.12,49.28,22.39,1181.2,0.29,1202105099999.9998,13725.456400000001,0.0002849567812331884,1880.6727029999997,2865.155328,2042.749632,928.108041,592397393280.0,269151331889.99997,Asia
Japan,2015,8482.34,21979.42,59.5,29.75,45.75,21.54,2427.92,0.26,2205408400000.0,5714.6492,0.00028623233683158187,5046.9923,2523.49615,3880.67055,1827.096036,1008974343000.0,475044969360.0,Asia
Brazil,2001,1664.81,10143.39,71.49,11.79,36.41,26.28,4285.61,0.17,283017700000.0,1724.3763000000001,0.00257423369633772,1190.1726689999998,196.28109899999998,606.1573209999999,437.512068,103046744569.99998,74377051560.0,South America
China,2004,314.25,46727.68,11.94,45.7,56.74,37.2,815.86,0.28,87990000000.00002,13083.7504,0.0025962132060461415,37.52145,143.61225000000002,178.30545,116.90100000000001,49925526000.00001,32732280000.000008,Asia
Japan,2017,7870.42,5673.95,65.22,69.93,33.16,17.83,889.65,0.26,2046309200000.0,1475.227,0.00011303716955384846,5133.0879239999995,5503.784706000001,2609.831272,1403.2958859999999,678556130720.0,364856930360.0,Asia
Japan,2002,840.49,36613.77,68.13,24.55,50.01,21.97,2693.29,0.23,193312700000.0,8421.167099999999,0.0032044283691656057,572.6258369999999,206.340295,420.329049,184.65565299999997,96675681270.0,42470800189.99999,Asia
USA,2021,9886.39,31450.52,52.51,39.48,57.07,29.59,3145.01,0.43,4251147700000.0,13523.7236,0.0003181151057160399,5191.343389,3903.146771999999,5642.162773,2925.3828009999997,2426129992390.0,1257914604429.9998,
India,2016,6780.48,4842.87,23.22,27.95,25.14,15.58,2129.99,0.17,1152681600000.0,823.2879,0.00031413557742224733,1574.427456,1895.14416,1704.612672,1056.398784,289784154240.0,179587793280.0,Asia
Germany,2015,7559.15,17268.07,50.83,10.94,57.88,35.05,1368.64,0.32,2418928000000.0,5525.7824,0.0001810573940191688,3842.3159449999994,826.97101,4375.23602,2649.4820749999994,1400075526400.0002,847834263999.9999,Europe
Canada,2005,2533.46,7921.57,47.73,72.9,51.04,29.98,382.6,0.44,1114722400000.0,3485.4908,0.00015101876485123112,1209.220458,1846.8923400000003,1293.077984,759.531308,568954312960.0,334193775520.0,North America
UK,2018,6771.27,30422.68,45.44,19.45,44.66,20.57,296.48,0.49,3317922300000.0,14907.1132,4.378499158946549e-05,3076.865088,1317.012015,3024.049182,1392.850239,1481784099180.0,682496617110.0,Europe
Germany,2006,527.88,24117.1,44.15,63.67,34.94,31.67,252.06,0.32,168921600000.0,7717.472,0.00047749488520118207,233.05901999999998,336.10119599999996,184.441272,167.17959600000003,59021207040.0,53497470720.00001,Europe
China,2017,8394.47,711.62,14.42,34.26,56.17,18.38,4511.35,0.28,2350451600000.0,199.25360000000003,0.0005374192772146425,1210.4825739999999,2875.945422,4715.173799,1542.9035859999997,1320248663720.0002,432013004080.0,Asia
Canada,2013,1779.28,48797.67,20.55,29.44,21.76,33.23,700.22,0.43,765090400000.0,20982.9981,0.0003935412076795108,365.64203999999995,523.820032,387.171328,591.254744,166483671040.0,254239539920.0,North America
Australia,2005,7003.84,17804.44,13.27,75.87,37.27,12.12,1510.86,0.13,910499200000.0,2314.5771999999997,0.0002157188056837392,929.409568,5313.813408,2610.331168,848.865408,339343051840.0,110352503040.0,Australia/Oceania
India,2007,2322.36,13281.12,25.61,56.0,50.27,22.8,4930.17,0.33,766378800000.0,4382.7696000000005,0.0021229137601405466,594.756396,1300.5216,1167.4503720000002,529.4980800000001,385258622760.0001,174734366400.00003,Asia
Australia,2014,777.69,11510.93,27.4,58.08,52.45,17.85,4641.0,0.08,62215200000.0,920.8744,0.005967673494580102,213.08706,451.68235200000004,407.8984050000001,138.817665,32631872400.000004,11105413200.0,Australia/Oceania
Australia,2014,4866.79,8361.39,25.83,63.18,28.09,34.5,262.17,0.35,1703376500000.0,2926.4864999999995,5.386918276728604e-05,1257.091857,3074.837922,1367.081311,1679.0425500000001,478478458850.0,587664892500.0,Australia/Oceania
Brazil,2014,1775.93,49957.29,22.93,33.87,21.9,32.58,2778.75,0.41,728131300000.0,20482.4889,0.001564673157162726,407.220749,601.507491,388.92867,578.597994,159460754700.0,237225177540.0,South America
Germany,2015,7321.5,15107.92,67.51,49.46,52.11,35.26,3185.82,0.08,585720000000.0,1208.6336000000001,0.0004351321450522434,4942.744650000001,3621.2139,3815.23365,2581.5609,305218692000.0,206524872000.0,Europe
UK,2000,2451.9,20572.92,74.58,28.92,36.88,29.55,317.86,0.43,1054317000000.0,8846.355599999999,0.00012963823973245238,1828.62702,709.0894800000001,904.2607200000001,724.5364500000001,388832109600.00006,311550673500.0,Europe
USA,2010,3490.48,43632.12,32.8,68.42,25.74,33.86,3654.22,0.11,383952800000.0,4799.533200000001,0.0010469104535765854,1144.87744,2388.186416,898.4495519999999,1181.876528,98829450719.99998,130006418080.0,
UK,2024,5717.65,32273.43,30.94,51.95,23.42,23.16,4939.96,0.13,743294500000.0,4195.5459,0.0008639843292261681,1769.04091,2970.3191749999996,1339.07363,1324.20774,174079571900.0,172147006200.0,Europe
Australia,2004,2921.19,18750.37,76.74,27.04,45.63,30.34,2175.43,0.43,1256111700000.0,8062.6591,0.0007447067804559101,2241.721206,789.889776,1332.9389970000002,886.289046,573163768710.0001,381104289780.0,Australia/Oceania
China,2004,3842.08,44967.26,58.03,72.98,43.31,10.93,2274.62,0.11,422628800000.0,4946.3986,0.0005920282763503102,2229.559024,2803.949984,1664.004848,419.939344,183040533280.0,46193327840.0,Asia
India,2020,8174.66,37611.35,29.94,50.66,54.16,36.42,3313.77,0.35,2861131000000.0,13163.972499999998,0.00040537098790653067,2447.493204,4141.282756,4427.395856,2977.2111720000003,1549588549600.0,1042023910200.0001,Asia
Russia,2005,1874.18,11781.08,65.66,44.65,21.26,30.54,3695.88,0.18,337352400000.0,2120.5944,0.001971998420642628,1230.5865880000001,836.82137,398.45066800000006,572.374572,71721120240.00002,103027422960.0,Asia
UK,2001,913.8,32365.08,34.29,12.41,54.74,35.98,3959.37,0.16,146208000000.0,5178.4128,0.004332862770847013,313.34202,113.40258,500.21412,328.78524,80034259200.0,52605638400.0,Europe
Australia,2005,3350.74,46158.73,54.86,73.69,55.49,33.13,434.02,0.34,1139251600000.0,15693.968200000003,0.00012952959644735193,1838.2159639999998,2469.1603059999998,1859.325626,1110.100162,632170712840.0,377434055080.0,Australia/Oceania
India,2013,4301.33,25074.81,89.37,76.66,37.85,18.59,4013.41,0.1,430133000000.0,2507.481,0.0009330625643696252,3844.098621,3297.3995779999996,1628.0534049999999,799.6172469999999,162805340500.0,79961724699.99998,Asia
Canada,2010,5472.33,36813.81,30.64,49.38,23.07,18.19,4327.17,0.31,1696422300000.0,11412.281099999998,0.0007907363042798954,1676.721912,2702.236554,1262.466531,995.416827,391364624610.0,308579216370.0,North America
Germany,2003,3786.99,48569.64,84.09,40.98,57.87,33.99,273.87,0.47,1779885300000.0,22827.730799999998,7.231864884776564e-05,3184.479891,1551.9085019999998,2191.531113,1287.197901,1030019623110.0,604983013470.0,Europe
Japan,2023,7920.13,34675.5,32.26,35.17,22.88,15.54,243.72,0.43,3405655900000.0,14910.465,3.0772222173120893e-05,2555.033938,2785.5097210000004,1812.125744,1230.788202,779214069920.0,529238926860.0,Asia
Brazil,2024,489.26,5570.72,50.92,28.76,43.63,13.32,2776.91,0.43,210381800000.0,2395.4096,0.005675734783141888,249.131192,140.71117600000002,213.46413800000002,65.169432,91789579340.00002,28022855760.0,South America
India,2008,4374.5,12605.7,44.1,50.22,39.73,10.45,2509.19,0.19,831155000000.0,2395.083,0.0005735946965367471,1929.1545,2196.8739,1737.9888499999997,457.1352499999999,330217881499.99994,86855697499.99998,Asia
China,2023,3884.33,29957.27,71.57,18.97,53.4,18.95,4901.48,0.37,1437202100000.0,11084.1899,0.001261859831682684,2780.014981,736.857401,2074.23222,736.0805349999999,767465921399.9999,272349797950.0,Asia
China,2002,6511.03,14140.01,10.19,74.34,40.1,12.98,1507.29,0.4,2604412000000.0,5656.004000000001,0.0002314979350425355,663.4739569999999,4840.299702,2610.92303,845.131694,1044369212000.0,338052677600.0,Asia
India,2015,9666.13,47898.31,58.31,22.32,38.76,34.05,2971.49,0.46,4446419800000.0,22033.2226,0.00030741258394000493,5636.320403,2157.480216,3746.5919879999997,3291.317264999999,1723432314479.9998,1514005941899.9995,Asia
China,2010,5152.72,20564.93,69.66,62.19,55.23,24.54,2558.03,0.17,875962400000.0001,3496.0381,0.0004964426555295067,3589.384752,3204.476568,2845.847256,1264.477488,483794033520.00006,214961172960.00003,Asia
Germany,2003,9870.08,23132.91,45.13,31.48,58.56,17.58,2701.88,0.39,3849331200000.0,9021.8349,0.0002737444883932045,4454.367104000001,3107.1011839999996,5779.918848,1735.160064,2254168350720.0,676712424960.0,Europe
China,2000,3092.27,35229.3,13.95,25.82,41.97,28.06,3315.36,0.15,463840500000.0,5284.395,0.001072144411710491,431.371665,798.4241139999999,1297.825719,867.690962,194673857850.0,130153644300.0,Asia
UK,2024,405.59,26450.36,25.81,49.05,38.19,12.11,2711.1,0.06,24335400000.0,1587.0216,0.006684336398826401,104.682779,198.94189499999996,154.89482099999998,49.116949,9293689259.999998,2947016940.0,Europe
Japan,2020,1740.07,19416.23,62.77,63.56,53.24,31.78,84.38,0.27,469818900000.00006,5242.3821,4.849230203382622e-05,1092.241939,1105.988492,926.4132679999999,552.994246,250131582359.99997,149308446420.0,Asia
China,2021,4011.74,4293.57,81.11,60.87,53.24,25.04,4226.37,0.39,1564578600000.0,1674.4923,0.0010535004761026388,3253.922314,2441.946138,2135.8503760000003,1004.5396959999999,832981646640.0001,391770481439.99994,Asia
Japan,2015,3231.71,30024.06,40.84,26.36,32.78,10.19,1045.71,0.15,484756500000.0,4503.609,0.0003235779200485192,1319.8303640000001,851.878756,1059.354538,329.311249,158903180700.0,49396687350.0,Asia
Australia,2018,1060.84,43445.21,52.64,33.14,43.05,19.58,1194.22,0.07,74258800000.0,3041.1647000000003,0.0011257305531465632,558.4261759999999,351.56237600000003,456.69161999999994,207.712472,31968413400.0,14539873040.000002,Australia/Oceania
USA,2015,4383.34,34445.24,24.41,70.82,26.16,32.51,3257.47,0.22,964334800000.0,7577.9528,0.0007431479191666629,1069.9732940000001,3104.2813879999994,1146.681744,1425.0238339999999,252269983680.0,313505243479.99994,
Germany,2010,3447.35,19384.0,40.04,60.63,45.42,15.64,2414.87,0.14,482629000000.00006,2713.76,0.0007005003843531988,1380.31894,2090.128305,1565.7863699999998,539.1655400000001,219210091800.0,75483175600.00002,Europe
USA,2007,1313.93,6822.44,33.63,59.89,53.36,38.86,2893.68,0.22,289064600000.0,1500.9368,0.002202309103224677,441.874659,786.9126770000001,701.1130479999999,510.59319800000003,154244870559.99997,112330503560.0,
Australia,2022,3031.56,40908.74,60.72,28.82,27.5,36.9,2512.62,0.46,1394517600000.0,18818.0204,0.0008288208051300321,1840.7632319999998,873.695592,833.679,1118.64564,383492340000.0,514576994400.0,Australia/Oceania
Germany,2000,8875.72,47116.54,88.7,65.44,32.92,33.35,2118.42,0.38,3372773600000.0,17904.285200000002,0.00023867584826921083,7872.763639999999,5808.271167999999,2921.887024,2960.05262,1110317069120.0,1124819995600.0,Europe
India,2020,3090.28,19719.51,74.13,35.09,37.96,12.36,2442.35,0.22,679861600000.0,4338.2922,0.0007903329148167803,2290.824564,1084.3792520000002,1173.0702880000001,381.958608,258075463360.0,84030893760.0,Asia
India,2008,7168.16,36567.79,21.33,38.1,53.8,20.62,748.37,0.2,1433632000000.0,7313.558000000001,0.00010440196647396263,1528.9685279999999,2731.06896,3856.4700799999996,1478.0745920000002,771294016000.0,295614918400.00006,Asia
